,diposting_oleh,sedang_pembangunan,disetujui_pemerintah,total_ruangan,tipe_a_atau_b,kaki_persegi,siap_pindah,dijual_kembali,longitude,latitude,harga,harga_per_kaki_persegi,harga_per_ruang
7980,Owner,0,0,2,tipe_a,1000.0,1,1,12.888533,77.32633,50.0,0.05,25.0
7981,Dealer,0,1,2,tipe_a,1297.149684,1,1,18.5993,73.7625,76.0,0.0585900000111321,38.0
7982,Owner,0,0,2,tipe_a,936.3811622000002,1,1,15.27194,73.95833,34.0,0.036310000000553184,17.0
7983,Owner,0,0,3,tipe_a,1100.110011,1,1,12.905368,77.32633,80.0,0.07272000000007273,26.666666666666668
7984,Dealer,0,1,3,tipe_a,1900.23753,1,1,21.134389,79.073353,120.0,0.06314999998973812,40.0
7985,Dealer,0,0,2,tipe_a,712.0058925,1,1,22.486821,77.32633,29.0,0.04072999999785817,14.5
7986,Owner,1,0,2,tipe_a,1189.7307449999998,0,1,14.456641,80.002888,38.0,0.031940000003950475,19.0
7987,Dealer,0,0,3,tipe_a,1320.086153,1,1,18.52361,77.32633,190.0,0.14392999999902278,63.333333333333336
7989,Owner,0,0,2,tipe_a,750.1875468999999,1,1,26.968933000000003,77.32633,20.0,0.02665999999952812,10.0
7990,Dealer,0,0,2,tipe_a,746.0398569,1,1,13.06437,80.11794499999999,29.2,0.039140000001251944,14.6
7991,Builder,1,1,2,tipe_a,527.9898218999999,0,1,16.2661,73.7122,24.9,0.047159999998477246,12.45
7992,Owner,0,0,2,tipe_a,1155.115512,1,1,18.3,83.9,35.0,0.030299999988226283,17.5
7993,Dealer,0,1,2,tipe_a,1130.028627,1,1,18.5993,73.7625,75.0,0.06637000002301711,37.5
7994,Owner,0,1,2,tipe_a,900.090009,1,1,18.744775,73.823649,40.0,0.04444000000004444,20.0
7995,Dealer,0,0,3,tipe_a,1360.020529,1,1,22.54111,88.33778000000001,53.0,0.03896999998887517,17.666666666666668
7997,Owner,0,0,2,tipe_a,900.090009,1,1,16.2661,73.7122,30.0,0.03333000000003333,15.0
7998,Owner,0,0,2,tipe_a,1000.0,1,1,16.509265,77.32633,30.0,0.03,15.0
8000,Owner,0,0,2,tipe_a,830.0863967,1,1,13.011583,80.123114,49.0,0.059030000003371934,24.5
8001,Owner,0,0,4,tipe_a,1500.0,1,1,34.09111,74.80611,90.0,0.06,22.5
8002,Owner,0,0,2,tipe_a,1185.08942,1,1,22.716815,75.909654,55.0,0.046410000015019964,27.5
8003,Owner,0,0,3,tipe_a,1200.0,1,1,11.023232,76.979607,30.0,0.025,10.0
8004,Owner,0,0,2,tipe_a,860.0917431,1,1,13.01664,80.205129,45.0,0.052320000001171964,22.5
8005,Dealer,0,1,2,tipe_a,990.4912837000002,1,1,28.3967,77.32330999999999,100.0,0.10095999999762541,50.0
8006,Dealer,0,0,3,tipe_a,1532.329495,1,1,28.629811,77.434197,51.9,0.03387000000283882,17.3
8007,Owner,0,0,3,tipe_a,1256.499133,1,1,23.78,86.41,29.0,0.02308000000824513,9.666666666666666
8008,Builder,1,1,1,tipe_a,527.2727273,1,1,22.808778,75.861639,11.6,0.021999999998862065,11.6
8009,Dealer,0,0,2,tipe_a,1130.00932,1,1,19.038205,73.06612,97.0,0.0858399999745135,48.5
8012,Builder,1,1,1,tipe_a,343.8914027,0,0,19.0284965,73.3192845,15.2,0.044200000001919204,15.2
8013,Owner,0,1,1,tipe_a,364.0145606,1,1,19.729989,72.808779,14.0,0.03845999999814293,14.0
8015,Dealer,0,0,3,tipe_a,1586.042823,1,1,19.035407,73.065449,180.0,0.11349000001117876,60.0
8016,Owner,0,0,2,tipe_a,675.1227496,1,1,12.994801,77.435602,16.5,0.024439999999668206,8.25
8017,Dealer,0,0,2,tipe_a,1176.470588,1,1,28.743724,76.81131500000001,85.0,0.07225000001445,42.5
8018,Dealer,0,0,1,tipe_a,572.0005719999999,1,1,18.5853,73.7413,40.0,0.06993000000006994,40.0
8020,Dealer,0,0,2,tipe_a,1040.118871,1,1,22.175748,75.582163,28.0,0.026919999992962344,14.0
8021,Dealer,0,1,1,tipe_a,660.0660066,1,1,18.5211,73.8403,44.0,0.06666000000006665,44.0
8022,Dealer,1,0,1,tipe_a,492.2724671,1,0,22.58,88.42,8.6,0.017469999999518558,8.6
8023,Owner,0,0,2,tipe_a,850.1563832999999,1,1,17.476609,78.54529699999999,29.9,0.0351699999992225,14.95
8025,Owner,0,0,2,tipe_a,1200.0,1,1,25.124509,82.916257,48.0,0.04,24.0
8026,Owner,0,0,2,tipe_a,1075.268817,1,1,28.585757,77.396668,40.0,0.037200000007068,20.0
8027,Dealer,0,1,1,tipe_a,594.0740741000001,1,1,18.651598,73.735448,40.1,0.06749999999705424,40.1
8028,Dealer,0,1,4,tipe_a,1679.865611,1,1,12.96991,77.59796,140.0,0.08333999998765378,35.0
8030,Dealer,0,0,3,tipe_a,1176.470588,1,1,28.406152,77.355951,35.5,0.030175000006035003,11.833333333333334
8031,Dealer,0,0,2,tipe_a,871.3775308,1,1,12.91716,80.19287,43.9,0.05037999999804447,21.95
8032,Dealer,0,0,2,tipe_a,1021.409456,1,1,28.2102,76.8606,22.9,0.02241999999655378,11.45
8033,Dealer,0,0,1,tipe_a,550.0705218999999,1,1,19.164548,73.52786800000001,39.0,0.07089999999507338,39.0
8034,Owner,0,0,2,tipe_a,915.0586831,1,1,18.5823,73.983,46.0,0.05027000000061526,23.0
8035,Owner,0,1,2,tipe_a,600.1846722,1,1,30.74,76.65,13.0,0.02166000000024659,6.5
8036,Dealer,0,0,3,tipe_a,1274.813331,1,1,22.54111,88.33778000000001,70.0,0.054909999995913124,23.333333333333332
8037,Dealer,0,0,2,tipe_a,1194.137869,1,1,13.0983,80.1622,66.0,0.055269999983561365,33.0
8038,Owner,0,1,3,tipe_a,2150.265621,1,1,30.768683000000003,76.650876,85.0,0.03953000000086966,28.333333333333332
8039,Dealer,0,0,2,tipe_a,992.1259843,1,1,28.990399,77.059442,25.2,0.025399999998770316,12.6
8040,Owner,0,0,1,tipe_a,530.0353357,1,1,21.765,72.13694,12.0,0.022639999999532107,12.0
8041,Dealer,0,1,2,tipe_a,1015.123265,1,1,18.96667,72.83333,49.0,0.0482699999984731,24.5
8042,Owner,0,0,3,tipe_a,1250.0,1,1,25.61,85.14139,75.0,0.06,25.0
8043,Owner,0,0,3,tipe_a,1133.144476,1,1,22.67,88.35,28.0,0.0247099999982703,9.333333333333334
8044,Owner,0,0,2,tipe_a,1176.470588,1,1,13.114624,80.188519,55.0,0.04675000000935001,27.5
8045,Owner,1,1,2,tipe_a,1000.0,0,1,12.8458,77.32633,55.0,0.055,27.5
8046,Dealer,0,0,2,tipe_a,1339.046599,1,1,28.431862,77.351104,50.0,0.03733999999502631,25.0
8047,Dealer,0,1,2,tipe_a,870.0466661,1,1,28.743724,76.81131500000001,110.0,0.12643000000572038,55.0
8048,Owner,0,0,2,tipe_a,1100.181206,1,1,16.753034,80.729469,42.5,0.03863000001110726,21.25
8052,Dealer,0,0,2,tipe_a,1165.048544,1,1,28.162032,76.811066,30.0,0.025749999993133335,15.0
8053,Dealer,0,0,3,tipe_a,1500.0,1,1,28.65998,77.37027900000001,78.0,0.052,26.0
8054,Owner,0,1,2,tipe_a,1294.03307,1,1,22.706116,73.11498,18.0,0.013909999997140723,9.0
8055,Dealer,0,0,3,tipe_a,1450.0,1,1,12.90579,77.54264,81.2,0.056,27.066666666666666
8056,Owner,0,0,3,tipe_a,1423.211282,1,1,13.1172,80.28,110.0,0.07729000000999149,36.666666666666664
8059,Dealer,0,1,2,tipe_a,1428.571429,1,0,28.66667,77.41667,40.0,0.027999999991599998,20.0
8060,Owner,0,1,2,tipe_a,964.8370497000002,1,1,12.973237,77.32633,22.5,0.023320000001032293,11.25
8062,Dealer,0,1,2,tipe_a,988.2352941,1,0,28.568096,77.390253,50.4,0.05100000000091071,25.2
8063,Dealer,0,1,1,tipe_a,710.0344576,1,1,24.69028,77.32633,68.0,0.09576999999387072,68.0
8064,Dealer,0,0,3,tipe_a,1176.470588,1,1,12.977042,77.595277,76.0,0.06460000001292,25.333333333333332
8065,Dealer,0,0,3,tipe_a,1300.211416,1,1,26.91868,75.750399,36.9,0.02838000001070595,12.299999999999999
8066,Dealer,0,0,3,tipe_a,1264.86213,1,1,19.18,72.96333,150.0,0.11859000000260898,50.0
8067,Dealer,1,0,1,tipe_a,440.0670578,0,1,21.184011,77.32633,21.0,0.04772000000405393,21.0
8068,Owner,0,0,2,tipe_a,1100.038825,1,1,13.008071,77.65129499999999,85.0,0.0772699999929548,42.5
8069,Builder,0,1,3,tipe_a,1812.543074,1,0,25.025959,77.32633,52.6,0.029019999995873205,17.533333333333335
8070,Owner,0,0,2,tipe_a,1235.023041,1,1,15.389936,75.097687,67.0,0.054250000020849815,33.5
8071,Dealer,0,0,3,tipe_a,1400.308325,1,1,28.40473,77.367514,54.5,0.038919999993572846,18.166666666666668
8072,Dealer,0,0,1,tipe_a,1176.470588,1,1,19.033956,73.075342,57.0,0.048450000009690006,57.0
8073,Owner,0,0,3,tipe_a,1600.409486,1,1,12.87004,77.32633,93.8,0.05861000001595841,31.266666666666666
8074,Owner,0,1,3,tipe_a,980.0918836,1,1,23.185756,77.498465,32.0,0.032650000000469345,10.666666666666666
8075,Builder,0,1,1,tipe_a,804.9535603999999,1,0,23.234244,77.507284,13.0,0.01614999999942854,13.0
8077,Dealer,0,0,2,tipe_a,1008.130081,1,1,22.54111,88.33778000000001,62.0,0.061500000018350806,31.0
8078,Dealer,0,0,3,tipe_a,1886.465905,1,1,28.406388,77.342588,54.5,0.028890000002411917,18.166666666666668
8079,Dealer,1,1,2,tipe_a,455.6664709,1,0,19.245347,73.124577,38.8,0.08515000000628749,19.4
8080,Dealer,1,1,3,tipe_a,2033.209082,0,1,28.429614,77.32633,120.0,0.05901999999034039,40.0
8081,Owner,0,0,2,tipe_a,850.1335924000001,1,1,12.923545,77.711773,35.0,0.04117000000104924,17.5
8082,Owner,0,0,3,tipe_a,1058.028432,1,1,12.872331,74.889927,45.4,0.042909999983818954,15.133333333333333
8083,Owner,0,0,2,tipe_a,800.0,1,1,23.273009,77.396415,20.0,0.025,10.0
8084,Owner,1,0,2,tipe_a,1185.344828,0,1,28.4278,77.0973,33.0,0.02783999999028131,16.5
8085,Dealer,0,0,2,tipe_a,960.0808489,1,1,17.7,83.25,57.0,0.059370000000840556,28.5
8086,Dealer,0,1,2,tipe_a,913.1156613,1,1,27.16726,75.70950500000001,66.0,0.07228000000135361,33.0
8087,Owner,0,0,2,tipe_a,900.4237287999998,1,1,22.556996,77.32633,17.0,0.018880000000284315,8.5
8088,Dealer,0,0,2,tipe_a,1054.078827,1,1,23.803487,80.390045,46.0,0.043639999990247404,23.0
8089,Owner,0,0,2,tipe_a,1027.059056,1,1,13.0583,77.5732,52.0,0.05062999999485911,26.0
8090,Dealer,0,1,3,tipe_a,1575.013348,1,1,28.9196,76.8972,59.0,0.03745999998979056,19.666666666666668
8091,Owner,0,0,2,tipe_a,910.0364015,1,1,9.182037,77.32633,35.0,0.03845999999814293,17.5
8093,Owner,0,1,2,tipe_a,1157.1675300000002,1,1,28.585757,77.396668,67.0,0.05790000001123432,33.5
8094,Owner,0,0,2,tipe_a,850.0303582,1,1,20.961597,77.775015,28.0,0.03294000000104937,14.0
8095,Owner,0,0,1,tipe_a,605.0955414,1,1,18.49667,73.94167,38.0,0.06280000000013221,38.0
8096,Dealer,1,1,3,tipe_a,1076.817558,0,1,27.04965,80.851214,31.4,0.029160000008097937,10.466666666666667
8098,Owner,0,0,2,tipe_a,1087.878788,1,1,12.842686,80.063733,35.9,0.032999999996323116,17.95
8099,Dealer,0,0,2,tipe_a,806.1224490000001,1,1,12.93739,80.13874,39.5,0.04899999999875949,19.75
8100,Dealer,0,1,2,tipe_a,1176.470588,1,1,12.9958935,77.761394,81.0,0.06885000001377001,40.5
8101,Dealer,0,1,3,tipe_a,1320.072333,1,1,18.539812,73.737678,73.0,0.05529999998871274,24.333333333333332
8102,Owner,0,0,2,tipe_a,1090.059694,1,1,28.66667,77.41667,42.0,0.03852999999099132,21.0
8103,Dealer,0,0,3,tipe_a,1151.851852,1,1,26.724219,77.32633,31.1,0.026999999996527333,10.366666666666667
8104,Dealer,1,0,2,tipe_a,999.6492459,0,1,22.760061,75.928572,28.5,0.028509999999390787,14.25
8106,Owner,0,1,3,tipe_a,1176.470588,1,1,23.39751,77.42143,30.0,0.025500000005100002,10.0
8107,Owner,0,0,2,tipe_a,1650.280899,1,1,22.271018,73.154216,47.0,0.028479999997867027,23.5
8109,Owner,1,1,3,tipe_a,1624.117328,0,1,28.429614,77.481711,89.7,0.05522999998433611,29.900000000000002
8110,Owner,0,0,2,tipe_a,830.1215535,1,1,9.91966,78.11939,28.0,0.03373000000053607,14.0
8111,Owner,0,0,3,tipe_a,1100.0,1,1,10.0243,76.3053,55.0,0.05,18.333333333333332
8112,Dealer,1,0,1,tipe_a,1176.470588,0,1,28.582887,77.339935,49.1,0.041735000008347005,49.1
8113,Dealer,0,1,3,tipe_a,1306.506402,1,1,19.239813,72.962722,150.0,0.11480999998957525,50.0
8115,Dealer,1,1,3,tipe_a,1484.162896,0,0,28.381414000000003,76.98137,82.0,0.05524999999730488,27.333333333333332
8116,Builder,1,1,3,tipe_a,1360.0,0,0,25.61,85.14139,61.2,0.045000000000000005,20.400000000000002
8117,Dealer,0,0,3,tipe_a,900.090009,1,1,12.808137,77.58308000000001,60.0,0.06666000000006667,20.0
8118,Owner,0,0,2,tipe_a,1204.819277,1,1,12.9958935,77.761394,70.0,0.058100000005229,35.0
8119,Owner,0,1,2,tipe_a,925.0243427,1,1,26.928785,75.828002,19.0,0.02054000000101835,9.5
8120,Dealer,0,0,3,tipe_a,1882.985878,1,1,12.96991,77.32633,140.0,0.07434999998443961,46.666666666666664
8122,Dealer,0,0,2,tipe_a,1075.268817,1,1,28.9196,76.8972,40.0,0.037200000007068,20.0
8123,Dealer,0,0,3,tipe_a,1688.596491,1,1,30.662283,76.822397,53.9,0.03192000000431127,17.966666666666665
8126,Owner,0,1,2,tipe_a,1176.470588,1,1,28.560719,77.386208,78.0,0.06630000001326,39.0
8127,Dealer,0,1,4,tipe_a,1405.283867,1,1,28.40473,77.367514,50.0,0.03558000000863882,12.5
8128,Dealer,0,1,2,tipe_a,522.8438798000001,1,1,28.340575,77.348933,21.4,0.04092999999959069,10.7
8129,Owner,0,0,2,tipe_a,1109.09914,1,1,22.706116,73.11498,24.5,0.022089999997655756,12.25
8130,Dealer,0,0,3,tipe_a,1256.055984,1,1,22.54111,88.33778000000001,70.0,0.055730000009298945,23.333333333333332
8131,Owner,0,0,3,tipe_a,1280.0,1,1,12.96991,77.32633,48.0,0.0375,16.0
8132,Dealer,0,1,1,tipe_a,424.9932182,1,0,20.084522,72.900306,47.0,0.11058999999826351,47.0
8134,Dealer,0,0,2,tipe_a,1028.325699,1,1,19.035407,73.065449,110.0,0.10696999997857683,55.0
8135,Owner,0,0,3,tipe_a,1672.104405,1,1,17.45,78.5,82.0,0.049039999987321364,27.333333333333332
8136,Owner,0,1,2,tipe_a,950.0777336,1,1,28.5035,77.426447,55.0,0.05789000000199563,27.5
8137,Dealer,0,1,1,tipe_a,617.990933,1,1,19.4559,72.8114,25.9,0.04190999999671516,25.9
8138,Owner,0,0,2,tipe_a,819.9121522999999,1,1,22.835481,86.221099,28.0,0.03414999999872548,14.0
8140,Owner,0,1,2,tipe_a,924.7027741,1,1,26.928785,75.828002,21.0,0.02271000000020439,10.5
8144,Dealer,0,0,3,tipe_a,1911.483605,1,1,19.040066,73.115347,130.0,0.06801000001252953,43.333333333333336
8145,Owner,0,0,2,tipe_a,1160.092807,1,1,28.552626,77.33394799999999,80.0,0.06896000002523936,40.0
8146,Dealer,1,0,2,tipe_a,1178.606002,0,1,18.669919,77.32633,48.7,0.041319999997760065,24.35
8147,Owner,0,0,2,tipe_a,1080.108011,1,1,13.0205,80.1653,60.0,0.05554999998976954,30.0
8149,Owner,0,0,2,tipe_a,1339.013999,1,1,12.905538,77.694263,110.0,0.08214999998666929,55.0
8150,Owner,0,0,2,tipe_a,1300.264869,1,1,25.126665,75.826353,54.0,0.04152999999263996,27.0
8151,Owner,0,1,3,tipe_a,1176.470588,1,1,28.506454,77.40956800000001,120.0,0.10200000002040001,40.0
8152,Dealer,1,1,1,tipe_a,715.0640152999999,0,1,18.66238,73.80315999999999,52.5,0.07341999999534868,52.5
8153,Owner,0,0,2,tipe_a,1400.094922,1,1,14.476297,78.84378199999999,59.0,0.042139999990657775,29.5
8155,Dealer,1,1,3,tipe_a,2014.421959,0,1,30.662283,76.822397,86.6,0.04298999999135732,28.866666666666664
8156,Dealer,1,0,2,tipe_a,926.4718268,0,1,12.925,77.595,110.0,0.11873000000435631,55.0
8157,Dealer,0,0,3,tipe_a,2032.520325,1,1,28.394375,77.35722700000001,70.0,0.034440000003444,23.333333333333332
8158,Dealer,0,1,1,tipe_a,694.8640482999999,1,1,18.5823,73.983,29.9,0.04303000000237601,29.9
8159,Dealer,0,0,3,tipe_a,1682.651859,1,1,12.9255,77.32633,100.0,0.05943000001166611,33.333333333333336
8160,Owner,0,0,3,tipe_a,1620.22035,1,1,12.8706,77.6279,75.0,0.0462899999990742,25.0
8162,Dealer,0,0,1,tipe_a,619.9078994,1,1,18.964489,73.019574,35.0,0.05645999999979997,35.0
8163,Dealer,0,0,2,tipe_a,1266.7849,1,1,12.9958935,77.32633,100.0,0.07893999999526359,50.0
8164,Dealer,0,1,2,tipe_a,924.1706161,1,1,26.928785,75.828002,19.5,0.021100000000313795,9.75
8165,Dealer,0,0,3,tipe_a,1567.398119,1,1,28.406388,77.342588,50.0,0.0319000000024882,16.666666666666668
8166,Owner,0,1,1,tipe_a,600.0375022999999,1,1,18.727323,73.804662,32.0,0.05333000000390143,32.0
8168,Owner,0,0,2,tipe_a,1000.0,1,1,30.707397,76.758706,67.9,0.0679,33.95
8169,Dealer,0,0,1,tipe_a,711.0623247000001,1,1,13.019638,80.22798900000001,58.3,0.08198999999697212,58.3
8171,Dealer,0,0,2,tipe_a,1160.162724,1,1,19.957301,73.839897,77.0,0.06637000000699901,38.5
8172,Dealer,0,0,3,tipe_a,1569.506726,1,1,22.312358,73.145436,49.0,0.031220000009098397,16.333333333333332
8173,Owner,1,0,2,tipe_a,771.0100231,0,1,22.486821,88.233267,30.0,0.038910000001529166,15.0
8174,Dealer,0,1,3,tipe_a,1184.931507,1,1,19.283359,72.864964,86.5,0.07299999999071677,28.833333333333332
8176,Owner,0,0,1,tipe_a,615.14802,1,1,22.721244,75.883018,16.0,0.026009999999674877,16.0
8177,Dealer,0,1,2,tipe_a,1157.082749,1,1,12.919423,77.522774,66.0,0.057039999997441845,33.0
8178,Dealer,0,0,3,tipe_a,1732.409382,1,1,28.537227,77.370417,130.0,0.0750399999854076,43.333333333333336
8179,Dealer,0,0,2,tipe_a,850.2386635,1,1,28.553374,77.355611,28.5,0.03351999999938841,14.25
8180,Owner,0,0,3,tipe_a,1280.409731,1,1,22.288976,73.128222,30.0,0.023430000002085272,10.0
8181,Dealer,0,0,3,tipe_a,1500.0,1,1,18.5442,73.7948,120.0,0.08,40.0
8182,Dealer,0,0,1,tipe_a,580.0,1,1,12.845659,80.231049,29.0,0.05,29.0
8183,Dealer,1,1,1,tipe_a,505.3831539,0,0,12.915026,77.668562,39.9,0.07894999999919862,39.9
8184,Owner,0,0,2,tipe_a,1050.098447,1,1,22.72056,75.84722,48.0,0.045709999988220146,24.0
8185,Dealer,0,1,2,tipe_a,1032.791118,1,1,18.49667,73.94167,120.0,0.11618999999959333,60.0
8186,Dealer,0,1,3,tipe_a,1396.070321,1,1,12.86,77.786,40.5,0.029009999991254025,13.5
8187,Dealer,0,0,2,tipe_a,918.079096,1,1,19.2167,73.0833,65.0,0.07080000000348553,32.5
8188,Owner,0,0,3,tipe_a,1498.287671,1,1,12.840956,77.659441,70.0,0.04672000000726162,23.333333333333332
8193,Dealer,1,1,2,tipe_a,505.9065228999999,1,1,28.406152,77.355951,19.7,0.03893999999658831,9.85
8194,Dealer,1,0,2,tipe_a,1048.315603,0,1,21.56128,74.21238000000001,47.3,0.045119999992979214,23.65
8195,Dealer,0,0,2,tipe_a,1160.128225,1,1,18.5993,73.7625,76.0,0.06550999998297602,38.0
8197,Dealer,0,0,2,tipe_a,810.1851852000001,1,1,30.262241,78.032837,35.0,0.04319999999921005,17.5
8198,Dealer,1,1,3,tipe_a,1032.36246,0,0,12.842686,77.32633,31.9,0.03089999998643887,10.633333333333333
8201,Owner,0,0,2,tipe_a,1134.141572,1,1,13.143,77.619,58.0,0.05114000000698325,29.0
8202,Owner,0,1,2,tipe_a,1372.683596,1,1,13.04034,77.591347,120.0,0.08742000002744987,60.0
8203,Dealer,0,0,3,tipe_a,1176.470588,1,1,30.725549,77.32633,140.0,0.11900000002380001,46.666666666666664
8204,Owner,0,0,3,tipe_a,1250.0,1,1,13.0522,80.0615,55.0,0.044,18.333333333333332
8205,Dealer,0,0,4,tipe_a,1176.470588,1,1,22.5922,88.484911,130.0,0.1105000000221,32.5
8206,Dealer,0,0,3,tipe_a,1559.1778880000002,1,1,12.96991,77.59796,110.0,0.07055000000102618,36.666666666666664
8208,Owner,0,0,2,tipe_a,1115.053218,1,1,21.0,77.0,44.0,0.039460000015891616,22.0
8209,Builder,1,1,2,tipe_a,1103.996467,0,1,13.036,77.6226,100.0,0.09058000001733701,50.0
8210,Owner,0,0,2,tipe_a,712.0662869,1,1,22.486821,88.233267,27.5,0.03861999999989046,13.75
8212,Builder,1,1,1,tipe_a,483.3239118,0,0,18.539812,73.737678,34.2,0.07076000000213521,34.2
8214,Owner,0,0,1,tipe_a,408.589323,1,1,22.29691,70.79836,13.7,0.03352999999953499,13.7
8215,Dealer,0,0,2,tipe_a,917.9265659,1,1,18.637802,73.745912,42.5,0.04629999999872539,21.25
8216,Owner,0,1,2,tipe_a,1600.0,1,1,50.817397,4.42145,74.0,0.04625,37.0
8217,Dealer,0,0,2,tipe_a,1100.145608,1,1,18.549645,73.924971,68.0,0.061809999972294576,34.0
8218,Dealer,0,0,2,tipe_a,1350.186728,1,1,30.658839,76.681686,47.0,0.03480999999875573,23.5
8219,Dealer,0,0,3,tipe_a,1459.059233,1,1,28.527597,77.389374,67.0,0.0459200000141461,22.333333333333332
8220,Dealer,0,1,3,tipe_a,1571.574991,1,1,28.381971000000004,77.347688,46.0,0.029270000008545568,15.333333333333334
8221,Owner,0,0,2,tipe_a,1176.470588,1,1,22.5,88.35,25.0,0.02125000000425,12.5
8222,Owner,0,1,2,tipe_a,1200.0,1,1,28.406388,77.342588,42.0,0.035,21.0
8223,Owner,1,1,3,tipe_a,1585.471317,0,1,13.0318,77.6583,110.0,0.0693800000167395,36.666666666666664
8225,Dealer,0,0,3,tipe_a,1570.247934,1,1,28.5942,77.3675,95.0,0.060499999995542106,31.666666666666668
8228,Dealer,0,0,3,tipe_a,1819.652244,1,1,12.96991,77.32633,90.0,0.04946000000646277,30.0
8229,Dealer,1,0,2,tipe_a,967.9245283,0,1,12.952357,77.72250600000001,51.3,0.05300000000010331,25.65
8230,Dealer,0,1,3,tipe_a,1350.009927,1,1,28.6423,77.3445,68.0,0.050369999982970495,22.666666666666668
8232,Dealer,0,0,2,tipe_a,849.0566037999998,1,1,12.90579,77.54264,45.0,0.05299999999835112,22.5
8234,Owner,0,0,1,tipe_a,500.0,1,1,13.09,77.32633,17.0,0.034,17.0
8235,Owner,0,1,2,tipe_a,1296.829971,1,1,13.09,80.27,72.0,0.0555200000077728,36.0
8236,Builder,1,0,2,tipe_a,848.0,0,0,22.7808,86.1522,21.2,0.024999999999999998,10.6
8237,Owner,0,0,3,tipe_a,1176.470588,1,1,13.07667,77.525,75.0,0.06375000001275001,25.0
8238,Owner,0,0,3,tipe_a,1100.208147,1,1,22.69995,88.390833,37.0,0.03363000001489718,12.333333333333334
8239,Dealer,0,1,3,tipe_a,1176.470588,1,1,22.75,77.72,23.0,0.019550000003910002,7.666666666666667
8240,Owner,0,0,2,tipe_a,585.0234009,1,1,28.6711,77.3683,30.0,0.051280000003158854,15.0
8242,Dealer,0,1,2,tipe_a,1031.018682,1,1,18.475864,73.89000899999999,58.5,0.05673999998382183,29.25
8243,Dealer,0,1,3,tipe_a,1460.127293,1,1,18.5823,73.983,78.0,0.05342000000543788,26.0
8244,Dealer,0,1,3,tipe_a,1615.308151,1,1,28.480312,77.107771,130.0,0.08048000000465547,43.333333333333336
8245,Owner,0,0,2,tipe_a,1176.470588,1,1,12.792727,77.685529,52.0,0.04420000000884,26.0
8246,Owner,0,0,2,tipe_a,1200.111638,1,1,12.80009,77.71181999999999,43.0,0.035830000008715855,21.5
8250,Dealer,1,0,3,tipe_a,1194.872909,0,1,18.637802,73.745912,55.0,0.04602999999893713,18.333333333333332
8251,Dealer,0,0,2,tipe_a,809.5854922,1,1,28.3967,77.32330999999999,100.0,0.12352000000426885,50.0
8254,Owner,0,0,2,tipe_a,1185.146168,1,1,12.936628,77.32633,90.0,0.07594000000175506,45.0
8255,Owner,0,0,2,tipe_a,930.2325581,1,1,22.759741,75.88953199999999,30.0,0.03225000000137063,15.0
8257,Owner,0,1,3,tipe_a,1576.109498,1,1,28.469063,77.308984,38.0,0.024110000002043004,12.666666666666666
8260,Dealer,0,1,3,tipe_a,1401.164044,1,1,28.506454,77.40956800000001,65.0,0.046389999999172114,21.666666666666668
8261,Owner,0,1,2,tipe_a,1153.324288,1,1,22.271018,73.154216,25.5,0.022109999993340988,12.75
8262,Owner,0,0,1,tipe_a,600.0,1,1,18.75,73.08,33.0,0.055,33.0
8264,Builder,0,0,1,tipe_a,895.1048950999999,1,0,21.279707,78.842789,32.0,0.035750000000195514,32.0
8265,Dealer,0,0,2,tipe_a,1250.0,1,1,21.17,72.83,50.0,0.04,25.0
8266,Dealer,0,0,2,tipe_a,1140.021459,1,1,18.973908,73.02510600000001,85.0,0.0745600000148769,42.5
8267,Dealer,0,0,2,tipe_a,1500.150015,1,1,18.164774,74.580229,100.0,0.06666000000006667,50.0
8268,Owner,0,0,2,tipe_a,1225.02827,1,1,12.958996,77.32633,65.0,0.05305999999493889,32.5
8271,Owner,0,1,3,tipe_a,1829.826167,1,1,18.5823,73.983,100.0,0.05464999998549043,33.333333333333336
8276,Owner,0,0,3,tipe_a,1665.231123,1,1,23.182972,72.611485,58.0,0.03482999999153871,19.333333333333332
8277,Dealer,0,0,2,tipe_a,1122.140699,1,1,12.938382,77.693968,78.0,0.06951000001114833,39.0
8278,Owner,0,0,1,tipe_a,1176.470588,1,1,28.707966,77.48760300000001,20.5,0.017425000003485,20.5
8279,Dealer,1,1,3,tipe_a,1489.108911,0,0,30.662283,77.32633,75.2,0.05049999999630651,25.066666666666666
8280,Dealer,0,1,4,tipe_a,2189.839572,1,1,30.662283,76.822397,81.9,0.037400000003287914,20.475
8281,Owner,0,0,2,tipe_a,980.0918836,1,1,26.832353,75.841749,32.0,0.032650000000469345,16.0
8282,Owner,0,1,2,tipe_a,1176.470588,1,1,26.766594,80.949809,51.0,0.04335000000867,25.5
8283,Dealer,1,1,2,tipe_a,696.0879855000001,0,1,24.69028,78.41889,100.0,0.14366000000441034,50.0
8284,Dealer,0,1,1,tipe_a,674.8826291,1,1,24.6902,78.416,23.0,0.03408000000040303,23.0
8285,Owner,0,0,2,tipe_a,920.0,1,1,12.840956,77.659441,46.0,0.05,23.0
8286,Owner,0,0,2,tipe_a,693.9854594,1,1,30.328262,78.009109,21.0,0.030259999997919267,10.5
8287,Dealer,0,1,3,tipe_a,1176.470588,1,1,28.743724,76.81131500000001,110.0,0.09350000001870001,36.666666666666664
